reviewId,content,score
449d5a82-c035-4c49-b3df-dd05d27591cb,"I noticed while playing with Hondalink, when I break or slow down, the volume is lowering on its own. It doesn't happen with Samsung music app, and I wonder if it's a safety feature but it's a bit vexing at times. Also, not casting to Google Home properly. Why is there so much going on lately for premium users?",3
08f58e60-141e-4c45-9bf0-7fe568bd555a,Best app for listening to podcasts,5
7de74168-aa6f-4215-8383-ff91e7e80b2d,You want this app you need pay it,1
89bea757-c189-4a0f-ae7a-d715b72055e7,Best spotify app best music people ever one family Best Beats music and Best playlist love my music beat premium Best updates,5
76cb3d46-07bc-4aed-a3b4-0928cafa3c92,Dont waste money on an application this bad. It's pathetic that I like 1300+ songs that I can not search through. Spotify is a dumbass.,1
67a5fd4b-0223-4ee7-ad6c-112a1fd53023,Good morning ☺️,4
c780e3c0-a9f8-4a52-bae6-1f45475adc39,Ad's are too much so not recommend,1
5e947e37-0d43-41a7-b12c-30deda45c0f7,Tha best 🗣‼️,5
a5f1f28d-0f42-41ee-b6dc-a9ad3fed1dec,"I only re-install it now to see my previous playlists and songs. I do this so that i can recreate my playlists somewhere that doesnt suck, [tubidy and any mp3 player, y'all] and sure my music downloader has adds but atleast I get to listen to it offline for FREE. Rot in hell spotify",1
dcdad7b3-abe5-4675-8888-9da8daa248cb,Super,5
1e98bac1-156b-4892-bf87-6d7c6bb47be7,👎,1
99bdaad2-d933-43ca-a817-438e02a6f580,I love it 💓 I enjoy the music,5
57d7c324-e623-4c23-950d-d178f56422bf,When i'm trying to play music it automatically stop likt I'm try to play in sequence and not shuffle the music stop please help I have premium help,4
ed50073b-5643-4964-ae02-3a3a9fae3a2d,"Fun and I can listen to music but over time I have to uninstal it because it takes to much space and sometimes when I'm going through my library it freezes and I exit off of it tap back on still doesn't load I have to wait and select ""spotify isn't responding would you like to close"" and click that go back on and now it works so pls fix this oh and my last reveiw was 5/5 so if you want better do better",3
b4c02a4e-32fd-4605-babe-c360eca367fa,"with this app, I can galau",5
756b9183-a27d-43b6-a5fc-183dab6db422,Good,5
9ba279fe-fd71-40c2-a82b-5a3000a7ac26,"as a music enthusiast , i love spotify but it gets even better if you subsribe to premium plan. as for those who don't subscribe, these user ( which was me as well ) experience lots of unskipable ads and i hope spotify would please at least lessen the amount. the premium plan is affordable and worth it as well as the experience it's giving is incredible. your songs may be uninterrupted and you can enjoy your artists without any barriers :D !",5
e1734692-8aa5-4435-b44c-1f70dc746b5a,It's good,5
54511f01-8840-49a2-ac76-735e39614369,All the songs I love at my finger tips!,5
412ab106-3515-4f7a-9c81-2f6c4eb115a4,"I had downloded it 3 months ago. All was fine, but why they always give suggestions to go premium in between. Ok atleast u display it on the screen but don't give suggestions after some songs. But although it's a kind of a awsome music app that I ever felt. ☺☺☺☺☺☺☺☺",1
91034222-7aab-4ca3-a7d7-152b9ea08dcf,"Terrible app. It crashes every few minutes and i have done everything recommended to fix the problem (cleared cache, reinstalled, etc ) but it still will not play for more than a few minutes at a time before stopping dead. Extremely frustrating, especially since I'm paying every month for the premium package!",1
7b3fb97e-9489-4217-bf17-28dcddfc3fbc,Great for listening to music but sometimes has a seizure and bricks up on my old phone,4
b43efb06-b658-465f-851c-5e6fd9809d87,Bekar,1
90eee70e-8310-4d81-a25b-e254a83aee68,Cheap marketing switching to wynk music.,1
b5210932-2140-4631-a438-b189eab1853a,Paisa chahiye bas,1
27618489-fb74-45fe-9b6e-a6aeed66e6f1,Over regulations and refusal of the minimum features to regular non premium customers,2
848ec0c0-b25e-4585-9ea4-82cd7eff8de9,"It was once the greatest music platform and it just became the worst one. I am not going to say the ""specific"" reasons because all of you know why.",1
3ac5d176-8e08-4bdd-9cd9-14f1a2770a3f,Branch Metrics is tracking put of this app literally thousands of pings in a day.,1
c98a19bb-71e2-4c9d-9b36-56e6bf11a010,love it.,5
872656b9-b59b-4182-9f82-ba0bc47cc6dc,"About two weeks ago I realized that all my saved songs had undownloaded themselves so I had to re-download them. Moreover the app takes forever to open and I cannot even access the downloaded music now, whether online or offline. I am on a family plan and do not understand what is happening.",1
fe0019d6-49bc-4906-b701-ae3a074c3e98,It was good music,4
902e5dad-7fa3-449b-871d-76cb223eeaef,Its the best music app lmao frfr,5
b2b60ef5-7757-4bd6-9082-414ce4b672d0,Lots of ad & there's no previous option,1
a58200ab-1cd1-4663-a54a-8ba45dbd86a4,"Update: 18Feb2024 I've modified my rating in lieu of a major glitch w/ the app's playback after Android 14 update. Gross Over-Modulation!!! All caches have been cleared, all data scratched & re-installing are to no avail. Gonna need a fix hear folks. Been awefully happy w/ this service (for years) to let it all go to ca-ca now...",1
6c9d6d56-124f-4755-9648-76d5d015ba3c,Constantly glitches and app wont open when I'm paying alot of money for it and my family account. Might have to try Amazon music.,3
2b1268bb-3bb2-484b-89e9-0db1c044f82a,Too many ads. Unfortunately I can't afford to pay for this so I'm stuck with ads. Every two songs you get ads. Also they play the same set of songs. I'll hear the same song at least three times in a couple hours. Switching to something else.,1
2f9f69e6-5a3d-4073-bfe8-1b0350839816,Best experience after buying primium ibswear just try ❤️,5
b9afbee0-6dd9-4820-be2c-23253bebfd81,I like the musics.,5
f081a896-e8e7-4017-b384-eab88f9a1f51,This app is nice 👍,1
425c05a2-9ad2-43a2-bcfd-77dd478326ec,5/5 free listening music good sound I love it,5
b4107027-ffb8-4832-9388-8a0e26582b20,Noice,5
ad7eedf6-cff3-4f65-b1fc-f1a673825f41,I have made the no ads hack of Spotify n I'm enjoying it,5
14ef3bc6-8545-4695-bb35-ec2da77d0808,Greed for money will finish you,1
62077a75-211b-41d4-a681-899bdd08b6df,Very topical and interesting.,5
d95b3cff-a02b-4be9-9850-5957d9704aa6,"After purchasing premium, my experience became so much better, the ads are gone completely, and I have complete control of what I listen to, and now I can listen wherever I am",5
23d6141b-4d54-43a1-b2d9-d5717626da31,"I'm trying to go back to another song but it keeps putting random songs,worst update ever🤦‍♂️",1
d1619b57-f493-4bab-a7f7-1fb7861778fc,I like music 🤯🤯‼️‼️,5
542298c4-ae29-4232-802e-d45a4ab8b624,Best music ever,5
0987f3ff-754b-4b8b-8549-f21a04bfc30a,Very bad experience,1
cd680409-6da3-48a5-a872-c1137df490c0,"typically the app works fine, but recently the search feture crashes the app. This has nothing to do with my Cache or Updates, as I've tried multiple times. Samsung versions are kinda bad now. I hope this gets fixed soon.",2
ac29f17d-adfc-4794-a2de-3f78e7b8bd3b,"Music turn is in middle of songs and starts completely over, mostly in mind but even seconds of the song being on. PLEASE FIX IT!! I really don't want a different music app",1
c09d31d9-457b-4fd4-a64f-03a69cb29e0b,"I've used this app for almost 5 years now and honestly, I won't ever stop using it. I love that Spotify makes playlist thats fully dedicated to you as an individual. I love the DJ feature it so fun! Thank you Spotify for amazing 5 years 😊🎉✨❤",5
9afe615e-9ae6-46a6-9904-01c8caa02806,Spotify needs fixing because when you put a song onto your playlist it plays straight away and that's wrong and should not be happening and put Spotify back to the old way instead of the new way not happy with Spotify I will never using Spotify again until it gets fixed and back to normal,1
33844ec9-3488-4577-a7e1-c3c50cf2f57b,Nothing to complain it's simple and I love it.,5
e097eb85-6366-438e-8056-a4b0637622d0,You dont have to ask i fall in love with this app i like good music....it just knows how to keep you on the go.playlists are awesome,5
b04181e7-6be3-47c3-8b92-c57c9d6c5cff,love itttt,5
f40604a8-717d-41fb-b4e1-4d0cc19e3cbb,I absolutely love it I don't know I've been in the dark or something and I didn't realize you could do this but having the music I love. I really like Christian all sorts of but mostly Rock they really fit the bill. Most often they can find what I'm looking for some of the things I can't but well that's okay I guess working on it. I highly suggest it,5
14510540-ea3f-4d9d-8478-b8c1f9d85767,Better then Pandora now but now there a glitch that been happening since the PS5 came out where it will eventually get stuck on ads and you can't listen anymore until you pay them or restart the app which doesn't work at all on the PS5 console so you need to use your phone to begin with. What a cheap and greedy way to make money spotify,1
51c21647-7618-4ab3-8739-2b9807bdf4c4,In simple word horrible!!!!!.....as no option is there so I've to give 1 star otherwise I would give 0 star,1
1538d7cc-afc3-4e83-b3e4-d9bd320d78fe,Pangit,2
a23ac089-ac88-4abb-ae31-450d0462afcf,BRO FIX THIS PLEASE I just want to relax and listen to my playlist and I get a song I never heard IN MY LIFE and that song is not on my playlist 🤬🤬🤬💀,1
164f746d-e17f-4f09-b27e-47d6e70bdd24,Way to many ads at once and the 30 mins ad free doesn't even work anymore after the new update.,1
9f0d79b7-17c8-4001-8052-666ef88cd9f0,Fabulous,5
1ba175e2-1487-4a17-91bd-6faaf4770771,Worship songs మధ్య లొ సినిమా సాంగ్స్ వస్తున్నవి. అలా వస్తుంటే నాకు చాలా irritation ga vuntundhi.,5
f6802a03-cc37-4e8f-8255-8a15832338ad,Some other app are not installed,1
51692cac-377e-4409-90a8-51147ca9d73e,Love it,5
5cb4289d-7067-4191-bcfd-32eb880a2188,too many ads.,1
13b284d9-82d0-4305-a0f0-ad0c4f97453a,😍,5
41ae99fe-01a1-44d9-84a6-c4aa299ead81,I have to stop Thinking I'm going to be answered by the amount of people who have been through the same thing and I only got a notification saying that Deezer is not a Safe application I was quite busy but I am only reading 2 deleted bye 👋 your giving people 🔗 Link's For SUPPORT WHAT IS THE POINT IN YOU ROBOT 🤖 PROVE YOUR NOT,5
3ddb68c6-870f-4aff-812c-8f46fd5bf8cf,I hate this when I play a song it play the one I don't like take this off the app store dummy,1
e9b7d68e-de6b-4711-8ba8-dae6be288e28,Fantastic app... Really above other apps from this kind. Keep it without advertising.,5
02368534-0c2b-495c-ab1f-7d446cce26a2,Jamba juice,5
50c84f67-fb54-45a3-9b68-d214688f1b45,Spotify always planning to collect the money at each functioning.....bad approach...,1
597de011-702d-4bb0-898a-5a1d00a0e75b,Lots of bugs in apps and phone number log in issue,1
5aced4ed-1ef2-4495-b8b2-382018f94baa,"If you play Spotify via an Amazon echo in home network, it seems the media volume control in my phone would control echo volume from that point on. Weird. Still not fixed its annoying.",1
9710bdcc-fe0c-4f41-a0fb-d1bab95683de,Worst app,1
98f87c18-1a1f-4ebd-a54d-726172ffb2fc,Js buy premium innit,5
39f4d852-5715-40db-9048-03e8180fa983,Good music,5
470ba535-e807-4c74-a249-643b971ede62,Cant do reverse forward,1
15bc48e0-605e-474e-b713-fd78eb2d409c,"Slow, music stops randomly and I pay for it.",1
cdf14a31-47a7-48e8-b130-791d772f660f,"Listening time, they limit your listening time then extort more money if you want to listen to more books when youre already paying a monthly free. This information is not transparent",1
25b91de8-0cc7-4be3-bc18-3587caa2ea18,"Antes se tenia mejor libertad a la hora de tener el modo gratis, pero es entendible es el modo gratis, no vengamos a mandar. Pero lo que no se perdona es la mala optimizacion que se tiene desde hace tiempo. Las canciones tardan en cargar, en si todo el sistema se ha vuelto lento y no es por el internet, usando datos es igual de lento. Puede llevarse hasta 2 minutos cargando. Les importa mas actualizar la interfaz que la calidad del usuario. Se han desviado de la optimizacion por completo.",2
883bb796-3ab2-499d-adcc-9ec1e32c8c76,Unprecedented,5
857aaa9d-1fbe-4a45-9ad0-75488f2966cc,"Spotify app on Android is trash. It will not play right and most music I pick won't play. Have have Spotify on my PlayStation and works fine, but the app on the phone is trash.",1
a345d4a1-d7e4-4662-9c77-f45da48f6218,"It stops playing randomly and will often repeat the same short cycle of songs in a playlist. Also, customer support has not been helpful. They just say to restart and reinstall, which I've done several times. And now they make an audiobook require payment WHILE I was listening to it?? Here I thought it was included in premium up to like 12 hours or something. Greedy corpos. I pay them enough for this waste of data 🙄 Edit: I edit everytime these bugs occur. Also, why is it so painfully slow now?",1
4aa84e82-e1cb-4b0b-8636-ebd21a267da0,It would be five stars but sometimes when I'm trying to listen to a song it plays suggested instead of the song.,4
46f83163-086e-4cb2-8bc8-8be2ea549638,Spotify: If you listen to these 2 adds then youll get 30 minutes of add free time. Me: *watching both adds* Spotify: Oh and i forgot to mention that there is a 93% chance you will have to restart the app because the adds glitch out and keep playing over and over or after the song you listen to there is an 80% chance that another 4 adds will play. Me: *switches to pandora*,1
c3a6901c-9fd7-4746-bb1e-d3e21559826d,I've used Spotify for 6 years and love it!! It has all kinds of music even when I into heavier genres of metal it surprised me how much they have.,5
1dd31d40-42a2-406b-829c-4bd728502cfc,Too many adds,1
cdd7fe3e-6ddc-4311-8038-25964560fce6,lqbal javed,1
a77def8c-0a66-4997-9781-9f212b089d56,Memories wonderful,5
f47662e8-2781-47da-a84e-7badaada79bf,I just love this app. I can listen to whatever I want non stop!!!,5
12c1bf56-fa90-497b-8bc3-b4d0c6e16250,New Terms of Service Are Terrifying,1
2b757a4f-68b8-49ad-96a5-a0adf1ad8235,Trying to scroll through app brings back up to black history. Racist much,1
ae7a7c78-16cb-44c5-a9c0-ec7dbef2fbbf,"Downgraded to free from premium and it's basically unusable. Playlists can't even be viewed in a list. Doesn't play the songs you ask it to play. Plays something entirely different. When you actually get the song you want to play, it starts somewhere in the middle. Premium is not worth $11/month for how little I use it. You would think they would have different tiers. I wouldn't mind $5/month for a usable app with ads, for instance.",1
89c10c13-f82c-4730-9bea-4ed35f071aed,worst app for music u can't skip within your playlist and a ton of ads,1
258e898c-15f1-453d-90f8-b056f653efc3,Its good overall but i still cant pair my spotify to my ps5.,3
f16686f5-bd52-472b-b8a5-f3040bc18eb2,Good,5
22ec09c1-5620-4a4f-9b58-53773c68eea5,"Spotify is a great app that I use when I'm bored and want to listen to songs. But the thing that bothers me the most is the fact that you get suggested songs when you're playing a song in your liked songs. This is extremely frustrating because I can get 6 or more suggested songs in a row, but the only thing I want to listen to is my playlist of liked songs. Nonetheless, great app, and keep up the great work!",4
190ce954-0342-49a5-ba40-4efc72b4cf34,Great job! At last it has been updated that you are not able to play music without membership..👍🙂,1
261237d8-818b-4a2a-b8da-6465e0bbb5d0,"Look, I'm gonna be real. The only reason I even still use spotify is because I refuse to move everything to youtube music. Spotify used to be great, I even had a 5-star review for it. But now the shuffle function barely even works. Especially with the liked songs playlist. ""Oh you set the category to electropop? Nope!! You're getting indie!!"" Like I said, it barely works, I set the category to something, it plays a whole different category. And the algorithm? It plays the same 5 songs. Fix it <3",3
31aeb80a-7ce3-4ec3-a680-138c481df3a8,"Dear Spotify, Please, for the love of all that is good, stop forcing through updates that break half of the useful features in the app. The app is practically unusable after the April 5 update, and I specifically had auto updates turned off for this reason. Yet, somehow an update still goes through and breaks half of what I used the app for (quite literally, half). I've used this service for years; it's phenomenal, groundbreaking technology that revolutionized the way we listen to music.",1
f81447cd-9201-46ff-bbac-76277ccb00bc,What happened to the autoplay?,3
45434cda-76d7-4b9c-a42d-41be7c436cd6,Song OMG,1
97212c1a-7737-4d93-95a8-d220632decd6,Would be 0 star you literally can't even listen to what you want to without paying you make a playlist press play and it plays songs that aren't even in your playlist and you can't skip the songs without paying either,1
a6f06085-2d20-4625-bb7a-f7266e09a8ca,I want phone,5
c5dd1889-4781-4a56-a8f2-0a03a8e44b85,"Honestly, I prefer youtube. But still pretty good :D",4
6ce2a67d-952f-49ab-856a-dae1b33f2462,"Very interesting, I can't even explain 😃😂😁",3
de1055ae-984e-4d99-be28-2152eb0241fc,Very awful shuffle selection,1
f83ece09-4899-4397-88e0-eaf69abbc08d,Not working at time,1
f39a4a12-dcdd-4c96-be27-d256f3e3228b,Shitiest appp!!!! 💩💩,1
d05677d0-f055-45ca-b61b-c8dbce5e6791,"quality has gone down significantly... app doesn't load, plays first song in playlist and then it stops... seriously considering some of the other offers put there",2
f0171f12-9b8e-4835-adf3-a421484c9f0d,I hate this app. Constantly saying there's no internet connection despite being fully connected. Then refuses to play my download songs when there's it thinks there's no connection.,1
21e18a8d-b292-4da4-942f-edfe664f08ac,Fix ur app please? Every song I listen to there's no lyrics!,1
e6b0b9fd-5591-4894-bc0e-1732fbf28555,2024 and still not offering lossless HD audio.,1
1a8fcbd8-93c6-4938-8e27-5b45a399f821,"I love Spotify's versatility, the varied choices of things the listen too, downloading and listening offline, being able to listen to files from my phone, etc. It just gets buggy sometimes and doesn't see files on my phone one day that it opened the day before, when nothing has changed. It also recently stopped letting me add tracks from my local files to my queue, so now I have to add them to a playlist and delete them as and when I'm listening. Annoying when I'm running a class or workshop.",3
991a95f8-5527-475e-a336-ec921e89586e,I tried this one time and decided to keep it,5
16806090-ed65-44f5-a32d-520c9798194f,Trash,1
f0e8bee6-f6dc-4d68-9ab5-7dd8badfb469,Jiosaavn is good,1
38f55175-18ab-41f0-8ddb-ad3afa80391d,Love this,5
f47214e2-5525-4935-b800-f7238b917505,I would say it is amazing but the adverts are not for me and it I was yo play something it would take me to a way different song which I don't really like but other than that the app it very good and better than sound cloud,4
c299a635-5607-4641-8695-2a0c5af7d2bc,Worst,1
7ff474c0-661b-40a7-8c23-caad0def1964,"I swear this is the app that help save my life. When I was very depressed I used spotify to help regulate my feelings and it helped calm me down, so it saved my life I wanted to escape this world because it was so much. But because my favorite songs played it helped realize that it wouldn't be worth it.",5
1687ff8a-99e4-4226-93b2-524bc0fcbafa,Great music and easy to locate artist.,5
0e516a75-c2fa-4e19-821c-780143ccd289,Great,5
dcdc7eb4-59ab-47c7-8697-f6738bc2be93,Me encantan los diferentes generos de Musica,5
03992f4c-64c3-4a1c-bb31-6c82b2676655,"Dissapinted with the new free version update, cant play song of your choice.",1
148209e3-0879-420d-b9ef-2aa122ae6e35,Really nice app to listen music I hope soon this app will available to use in Gabon so that we will be able to pay from there,5
f517e23c-784f-4bdf-a29d-abc28df45d50,Its too much lagging Once I choose a song an ad pops up but it doesn't load and I have to restart the whole app just to listen every song Its so frustrating,1
c40de0d4-a597-43f1-bc17-85809ab28fda,"Feeling So good for listen her songs her ads posters, vdos... All good spotify team 🤝",5
f9741041-81aa-4d88-a7ce-9e7d50d29a09,I love these app,5
0221e1cd-a160-4d37-b3c9-36d52301b4b6,Excellent,5
43c65877-5e0c-4851-aa6d-ccc1c6b12a43,Wooow it's working good thnx,5
aaa8df27-ac8c-4f1a-8bdd-54497ed35139,Just brilliant!,5
8ca82aea-2f1c-426e-b519-458510d8f915,This app is very cool 😎🆒😎 I love this app....but thr is one thing that is not good ......which is the new update of it and after 1 or 2 songs thr is like 2-3 ads non-stop ......Nd also we can't selct the song we want to listen from our liked songs playlists....plss fix this,5
1088a494-38f7-49ac-a65b-589521e50c2e,So dad,1
0df25ab4-53c7-4b52-a6e5-6df5f04d667b,Bad,1
96eca7ef-76a2-4be8-b017-0b023bd6700d,I hate the app....,1
8dcec65f-bddd-4cae-950c-d0fc5f125bdb,"For the most part I really like Spotify. My 2 biggest issues that led me to leave only 3 stars is that I can't get Spotify to play my next unlistened to podcast. It does its own thing and I end up having to start a podcast on my own because it inevitably starts a podcast that has already been listened to. Also, I recently was offered a 2 month trial of Spotify. No commercials it said for our premium Spotify. Yet I still hear commercials. So I cancelled premium. Don't pay for it you'll waste $$.",3
fd66b0cf-7723-43f6-9b37-872193b62753,Great except for the audiobook time... Also missing more obscure albums from some artists but overall great,5
092d228f-1ce8-484a-ba5c-ba6ea3c9d3fe,Worst music app I ever install in my phone 🤬😡,1
8cb12f3c-de7d-44e4-abf8-0e385b856f30,I love it good music,5
8d4e1c58-9590-4f43-8755-8c911c3a3255,Charging for everything,1
7539eb59-6322-4be9-b5c0-4199dade3f04,Please Back the Genre wise sort via # on top of playlists and liked songs. Its a very basic feature thats missing,3
6ade6ca6-a447-4c47-b222-6b1aee9795ff,"Very cool, i like Spotify too much,, it's my best app music",5
f9f22ca6-f583-429c-a0b0-88026cb974de,"It's good, but it pauses at random times in the songs. And before you say anything, yes I did uninstall and install it.",2
6927f73c-7399-4cbc-94d9-aec7d5524424,Worst,1
442de864-3a04-4288-b954-97f3beb6f35d,App will never play the song which you wanted to lession,1
3025dc8c-22b1-4941-969d-631f3fd022eb,Wrost😡😡😡,1
8c088c60-775d-4e4b-bf75-6885743d4f90,Excellent,5
56e4ed63-eb26-479d-8a09-a35b6e0ba1e5,"This app was definitely worth the hype...once you use it,u just won't be able to stop. But I still can't give it 5stars...... Becuz.. sometimes... the app stops abruptly stops in the background.... it's really annoying,pls fix it... I really love Spotify",4
70a3d38e-2594-4ecf-b191-5e8e7df244e2,As best of a music platform as it can get!,5
3a01d06f-614c-471e-92c6-f1cf3dc4d2e4,Why did you become this application ? Only for money and irritating ads.,1
fa2a0b51-56ea-4612-8245-e92dc7c75415,be cool if this app worked,2
1b2f8bb3-d622-4ed9-80ed-f1ec413dcfd8,I get all the songs I like,5
0e83fad5-d993-4bd1-b5f0-7cb719d20ed6,Wrost experience in this app better to choose Amazon music fine i am uninstall this app,1
9521624c-ff13-476d-b04d-918038488db7,Adds prblm,1
517f6409-2422-4890-84cf-10e95efb64db,Amazing,5
a7a795d9-1bf3-468d-bc94-119a78ca9340,Spotify has gotten me through 9+ formidable years of my life. It is my go to music streaming service and it has helped expand my music taste palette. Never any advertisements with premium. Spotify Wrapped something I look forward to most every year. I love making a new playlist for every month.,5
7a1256df-80e9-4364-8c9c-d44da3289611,Complete selections of choice of my kind of music.,5
9fb97752-12af-4139-89e5-f829c697717e,"To many ads, literally in the MIDDLE of the song im listening to there's so many ads popping up, very frustrating",2
120cfbd3-9e94-44dd-8b51-d579a4d420e8,It is a great app!! Very user friendly!,5
6fad34fa-4f4f-4321-b60e-102c841a32d4,"Genuinely turning into a horrible app, lyrics aren't showing, lag,",1
f454b2f0-fcda-4ee6-9727-fe3216c0b203,"I had to change my rating from 5 to 3 stars because I am really disgusted from Spotify policy. I am paying for family plan for a long time already. I lost my credit card so I had to block it, so one payment to spotify did not get through immediately. I repeated payment in couple of hours, but anyway my plan was canceled , everybody from family group kicked out. Lot of invitation and logging stuff from everybody in gropup needed again. Why all of this? It's bonus for paying customers?",3
5fac372b-667a-4679-afbf-00741b874f11,"You have lost the plot with the amount of ads guys, it's more ads than music. Also the app itself just seems to be getting worse",1
fd355792-6dd7-4895-b493-9315c4f5a53c,Got everything. Also build your own playlist.,5
9b254de6-33be-4213-991f-7ac7e159495c,Worst update!!!!,1
6f2628a8-3973-409a-b724-3d602d7e9959,I am a verified student but I'm unable to choose the student plan,1
537c8f10-cf1b-4a6b-bd67-0da86087f897,Worst update,1
d2b68a10-28c8-4514-b944-745eb3fa35d1,This app is best for Music,1
4c04f1b3-5ce6-4876-a55c-77e4808e3d8c,I luv this app!!,5
43246832-96a7-4993-b60f-93747f75aa57,"The app is nice. Except for a few bugs lately, the rest is correct. My music keeps flowing. 👍",4
5a0c4d2d-ab8e-467f-a59f-6505f2d6b2d0,"Buggy in offline mode, sometimes difficult to use without a strong internet connection.",4
0cea2861-8569-4185-a282-d4ce4155ff67,"I pay for premium, but they keep making it worse for local file users. Many of my favorite songs aren't available on Spotify, so I play it from the local file on my phone. However, after the recent updates, I can't just tap on the local file song to play it. I have to queue it up to play next. Even then, can't press the 3 dot option to press ""add to queue"" like the other songs anymore. I have to do the slide function. They keep making it harder to listen to music they don't offer.",2
